model_id,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
baseline,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","[""The October event will include the UK premiere of crime drama Black Mass, starring Johnny Depp and Cumberbatch. The Lady in the Van, starring Dame Maggie as an elderly woman who lives on writer Alan Bennett's driveway, will have its European premiere in London. Bryan Cranston and Dame Helen Mirren's film Trumbo will have a gala screening.""]",0.329411765,0.096385542,0.164705882,0.164705882,37.55823133
t5base,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['the full festival line-up will be unveiled on Tuesday . black mass, the lady in the van and Trumbo will also have a gala screening . the festival will open with Suffragette, starring carey Mulligan and meryl streep .']",0.222222222,0.032786885,0.158730159,0.158730159,24.99922357
t5_finetune,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['The London Film Festival will open on Tuesday with The Program, starring Colin Farrell and Rachel Weisz.']",0.372093023,0.097560976,0.186046512,0.186046512,26.2958738
bart_base,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['The October event will include the UK premiere of crime drama Black Mass, starring Johnny Depp and Cumberbatch. The Lady in the Van, starring Dame Maggie as an elderly woman who lives on writer Alan Bennett\'s driveway, will have its European premiere in London. Bryan Cranston and Dame Helen Mirren\'s film Trumbo will have a gala screening. Trumbo, which also stars Diane Lane, Elle Fanning and John Goodman, tells the story of Dalton Trumbo\'s Hollywood screenwriter who was blacklisted after refusing to testify before the House Committee on Un-American Activities in 1947. Ben Wheatley\'s High-Rise, starring Tom Hiddleston, will also have a screening. Unveiling the full line-up on Tuesday, festival director Clare Stewart declared it ""the year of the strong woman"". As previously announced, the festival will open with Suffragette, starring Carey Mulligan, Helena Bonham Carter and Meryl Streep. It will close with Danny Boyle\'s Steve Jobs biopic, starring Michael Fassbender and Kate Winslet. Also on the bill is The Program, Stephen Frears\' film about disgraced cyclist Lance Armstrong, featuring Ben Foster, and sci-fi romantic thriller The Lobster, starring Colin Farrell']",0.157407407,0.046728972,0.111111111,0.111111111,22.88320373
bart_finetune,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]",['The London Film Festival has announced its official line-up of films for the 2018 festival.'],0.238095238,0.1,0.19047619,0.19047619,23.01219807
bert,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","['Unveiling the full line-up on Tuesday, festival director Clare Stewart declared it ""the year of the strong woman"". Also on the bill is The Program, Stephen Frears\' film about disgraced cyclist Lance Armstrong, featuring Ben Foster, and sci-fi romantic thriller The Lobster, starring Colin Farrell and Rachel Weisz.']",0.184210526,0.027027027,0.131578947,0.131578947,24.70271315
baseline,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['By Andrew PickenBBC Scotland News New figures from the administrator of the yard show £49.7m is owed to the Scottish government - nearly £5m more than previously revealed. A total of £426,000 is also owed to HMRC. The Scottish government said it provided two commercial loans totalling £45m to Ferguson Marine, on which interest applies.']",0.293333333,0.109589041,0.266666667,0.266666667,28.88007405
t5base,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['£49.7m owed to the Scottish government and £426,000 to HMRC . two commercial loans totalling £45m provided to the yard . a number of bids have been received for the shipyard .']",0.2,0,0.16,0.16,19.53085397
t5_finetune,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['A total of £49.7m is owed to the Scottish government - nearly £5m more than previously revealed . a number of private buyers have expressed an interest in the shipyard, but have not said how many.']",0.333333333,0.076923077,0.259259259,0.259259259,25.90042447
bart_base,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['By Andrew PickenBBC Scotland News New figures from the administrators of the yard show £49.7m is owed to the Scottish government - nearly £5m more than previously revealed. A total of £426,000 is also owed to HMRC. The Scottish government said it provided two commercial loans totalling £45m to Ferguson Marine, on which interest applies. The new figures also reveal that two partially-built CalMac ships at the centre of the firm\'s collapse have been valued at £48.3m. That is nearly half the value of the £97m deal agreed to build the ships. BBC Scotland understands that a number of bids have been received for the yard with an update from the administrator Deloitte expected within the next week. Ferguson went into administration following a dispute with Caledonian Maritime Assets Ltd - which buys and leases CalMac vessels on behalf of the Scottish Government - over the construction of two new ferries. The shipyard is operating under a management agreement with administrators, which will see the Scottishgovernment buy Ferguson if no private buyer comes forward. A ""statement of affairs"" produced by Deloite shows the estimated total assets available for Ferguson Marine is £97.7 m, including a £48,3m estimated value']",0.117647059,0.03652968,0.108597285,0.108597285,16.81482916
bart_finetune,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['The owner of a Scottish shipyard has said it has been ""catastrophically wrong"" in its dealings with the Scottish government.']",0.205128205,0,0.153846154,0.153846154,19.17688997
